Description,Model,Acc,Time reg,Time sync,Std,Acc/Time,Size,Size,Image Size,Device Name,Notes,File Name,Observer,dType,QScheme,Reduce Range,,,,,,,,,,,,,,,,,,,,,,,,,
Static PTQ Fused CPU,resnet50,96.29,27.62,27.56,13.89,3.49,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MovingAverageMinMaxObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,42.0,29.0,0.0,16.0,2.0,0.0,316.0,1.0,3.0,2.0,0.0,19.0,968.0,31.0,16.0,0.0,25.0,9.0,186.0,14.0,0.0,16.0,0.0,1.0,288.0
Static PTQ Fused CPU,resnet18,99.01,5.66,5.63,3.72,17.58,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MovingAverageMinMaxObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,315.0,2.0,0.0,5.0,0.0,3.0,1018.0,9.0,4.0,1.0,1.0,15.0,212.0,5.0,0.0,0.0,1.0,3.0,301.0
Static PTQ Fused CPU,resnet34,98.31,8.14,8.12,1.78,12.1,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MovingAverageMinMaxObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,75.0,1.0,0.0,13.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,4.0,1021.0,6.0,3.0,0.0,5.0,22.0,194.0,13.0,0.0,4.0,4.0,1.0,296.0
Static PTQ Fused CPU,resnet50,98.87,13.32,13.28,5.19,7.44,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MovingAverageMinMaxObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,310.0,1.0,1.0,10.0,0.0,2.0,1007.0,19.0,6.0,0.0,2.0,5.0,220.0,7.0,0.0,1.0,0.0,2.0,302.0
Static PTQ Fused CPU,resnet18,99.07,4.59,4.57,0.53,21.66,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MovingAverageMinMaxObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,316.0,1.0,0.0,5.0,0.0,3.0,1018.0,9.0,4.0,2.0,1.0,14.0,215.0,2.0,0.0,2.0,0.0,3.0,300.0
Static PTQ Fused CPU,resnet34,98.45,9.83,9.79,6.63,10.05,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MovingAverageMinMaxObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,82.0,1.0,0.0,6.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,5.0,1021.0,5.0,3.0,0.0,5.0,26.0,193.0,10.0,0.0,4.0,2.0,2.0,297.0
Static PTQ Fused CPU,resnet50,98.69,13.91,13.86,7.97,7.12,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MovingAverageMinMaxObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,1.0,9.0,0.0,1.0,997.0,29.0,7.0,1.0,1.0,3.0,221.0,8.0,0.0,2.0,0.0,2.0,301.0
Static PTQ Fused CPU,resnet18,92.42,5.35,5.32,2.84,17.36,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,45.0,15.0,5.0,24.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,71.0,952.0,9.0,2.0,0.0,102.0,3.0,128.0,1.0,0.0,142.0,0.0,1.0,162.0
Static PTQ Fused CPU,resnet34,98.0,8.26,8.23,4.58,11.91,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,77.0,3.0,0.0,8.0,1.0,0.0,320.0,1.0,0.0,1.0,0.0,4.0,1017.0,5.0,8.0,0.0,5.0,26.0,177.0,26.0,0.0,8.0,2.0,1.0,294.0
Static PTQ Fused CPU,resnet50,97.86,12.19,12.16,2.89,8.05,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,68.0,9.0,0.0,12.0,0.0,0.0,316.0,2.0,3.0,1.0,0.0,11.0,1006.0,14.0,3.0,0.0,12.0,13.0,206.0,3.0,0.0,19.0,2.0,2.0,282.0
Static PTQ Fused CPU,resnet18,90.73,5.2,5.17,3.56,17.53,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,44.0,20.0,3.0,22.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,111.0,918.0,3.0,2.0,0.0,131.0,2.0,99.0,2.0,0.0,162.0,0.0,1.0,142.0
Static PTQ Fused CPU,resnet34,97.48,7.96,7.93,1.55,12.29,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,68.0,3.0,0.0,14.0,4.0,0.0,315.0,1.0,0.0,6.0,0.0,6.0,994.0,8.0,26.0,0.0,2.0,8.0,181.0,43.0,0.0,3.0,0.0,1.0,301.0
Static PTQ Fused CPU,resnet50,96.53,12.92,12.87,5.15,7.5,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,42.0,32.0,0.0,13.0,2.0,0.0,315.0,1.0,3.0,3.0,0.0,17.0,976.0,26.0,15.0,0.0,23.0,9.0,188.0,14.0,0.0,13.0,0.0,1.0,291.0
Static PTQ Fused CPU,resnet18,99.05,4.56,4.54,0.77,21.8,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,316.0,1.0,0.0,5.0,0.0,4.0,1016.0,9.0,5.0,2.0,1.0,12.0,216.0,3.0,0.0,1.0,0.0,4.0,300.0
Static PTQ Fused CPU,resnet34,98.39,8.33,8.31,3.18,11.84,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,82.0,1.0,0.0,6.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,4.0,1022.0,6.0,2.0,0.0,4.0,32.0,189.0,9.0,0.0,4.0,2.0,2.0,297.0
Static PTQ Fused CPU,resnet50,98.83,13.39,13.35,5.5,7.4,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,1.0,9.0,0.0,1.0,1008.0,18.0,7.0,1.0,2.0,7.0,217.0,7.0,0.0,2.0,0.0,2.0,301.0
Static PTQ Fused CPU,resnet18,98.99,5.17,5.12,2.85,19.33,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,316.0,1.0,0.0,5.0,0.0,4.0,1017.0,9.0,4.0,2.0,1.0,15.0,213.0,3.0,0.0,2.0,0.0,4.0,299.0
Static PTQ Fused CPU,resnet34,98.51,8.84,8.81,3.36,11.18,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,83.0,1.0,0.0,5.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,5.0,1021.0,5.0,3.0,0.0,5.0,23.0,195.0,11.0,0.0,4.0,2.0,2.0,297.0
Static PTQ Fused CPU,resnet50,98.65,15.74,15.69,7.68,6.29,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,HistogramObserver PerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,312.0,1.0,1.0,8.0,0.0,1.0,994.0,32.0,7.0,1.0,2.0,3.0,221.0,7.0,0.0,2.0,0.0,2.0,301.0
Static PTQ Fused CPU,resnet18,87.04,8.13,8.06,6.17,10.8,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,40.0,23.0,4.0,22.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,204.0,824.0,5.0,1.0,0.0,165.0,1.0,68.0,0.0,0.0,216.0,0.0,1.0,88.0
Static PTQ Fused CPU,resnet34,97.82,29.97,29.91,24.35,3.27,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,72.0,4.0,0.0,10.0,3.0,0.0,320.0,1.0,0.0,1.0,0.0,3.0,1017.0,4.0,10.0,0.0,3.0,26.0,170.0,35.0,0.0,5.0,2.0,1.0,297.0
Static PTQ Fused CPU,resnet50,96.55,13.03,12.98,6.65,7.44,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,51.0,22.0,0.0,16.0,0.0,0.0,317.0,1.0,3.0,1.0,0.0,27.0,970.0,29.0,8.0,0.0,17.0,8.0,204.0,5.0,0.0,31.0,2.0,1.0,271.0
Static PTQ Fused CPU,resnet18,90.91,4.34,4.32,0.82,21.05,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,50.0,18.0,3.0,18.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,126.0,902.0,5.0,1.0,0.0,121.0,1.0,110.0,2.0,0.0,154.0,0.0,1.0,150.0
Static PTQ Fused CPU,resnet34,97.7,8.14,8.1,2.21,12.07,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,71.0,4.0,0.0,11.0,3.0,0.0,319.0,1.0,0.0,2.0,0.0,6.0,1009.0,7.0,12.0,0.0,2.0,18.0,171.0,43.0,0.0,4.0,0.0,1.0,300.0
Static PTQ Fused CPU,resnet50,96.35,12.31,12.3,4.89,7.83,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,61.0,15.0,0.0,13.0,0.0,0.0,318.0,1.0,2.0,1.0,0.0,22.0,978.0,26.0,8.0,0.0,29.0,8.0,195.0,2.0,0.0,53.0,1.0,0.0,251.0
Static PTQ Fused CPU,resnet18,99.07,4.44,4.4,1.08,22.5,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,316.0,1.0,0.0,5.0,0.0,3.0,1016.0,10.0,5.0,1.0,1.0,12.0,217.0,3.0,0.0,0.0,1.0,4.0,300.0
Static PTQ Fused CPU,resnet34,98.35,8.38,8.36,2.71,11.76,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,79.0,1.0,0.0,9.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,5.0,1021.0,5.0,3.0,0.0,4.0,29.0,191.0,10.0,0.0,3.0,3.0,2.0,297.0
Static PTQ Fused CPU,resnet50,98.81,14.78,14.75,7.89,6.7,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,312.0,1.0,1.0,8.0,0.0,1.0,1008.0,18.0,7.0,1.0,2.0,8.0,215.0,8.0,0.0,2.0,0.0,2.0,301.0
Static PTQ Fused CPU,resnet18,99.01,4.53,4.52,0.59,21.88,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,316.0,1.0,0.0,5.0,0.0,3.0,1016.0,11.0,4.0,2.0,1.0,13.0,215.0,3.0,0.0,2.0,0.0,4.0,299.0
Static PTQ Fused CPU,resnet34,98.39,8.49,8.46,1.5,11.64,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,83.0,1.0,0.0,5.0,0.0,0.0,315.0,1.0,1.0,5.0,0.0,4.0,1021.0,6.0,3.0,0.0,5.0,29.0,189.0,11.0,0.0,4.0,4.0,1.0,296.0
Static PTQ Fused CPU,resnet50,98.65,11.72,11.68,0.85,8.44,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,1.0,9.0,0.0,1.0,997.0,29.0,7.0,1.0,2.0,5.0,220.0,6.0,0.0,2.0,0.0,3.0,300.0
Static PTQ Fused CPU,resnet18,82.96,4.48,4.45,0.46,18.64,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,8.0,52.0,6.0,23.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,305.0,724.0,4.0,1.0,0.0,196.0,0.0,38.0,0.0,0.0,257.0,0.0,0.0,48.0
Static PTQ Fused CPU,resnet34,97.66,7.94,7.9,0.76,12.36,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,58.0,8.0,0.0,19.0,4.0,0.0,318.0,1.0,0.0,3.0,0.0,1.0,1016.0,6.0,11.0,0.0,4.0,19.0,177.0,34.0,0.0,4.0,1.0,1.0,299.0
Static PTQ Fused CPU,resnet50,96.79,11.26,11.25,1.56,8.6,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,40.0,21.0,1.0,27.0,0.0,0.0,310.0,2.0,8.0,2.0,0.0,15.0,987.0,28.0,4.0,0.0,11.0,8.0,211.0,4.0,0.0,23.0,2.0,3.0,277.0
Static PTQ Fused CPU,resnet18,89.94,4.47,4.47,0.47,20.14,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,44.0,21.0,3.0,21.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,126.0,901.0,5.0,2.0,0.0,142.0,1.0,89.0,2.0,0.0,174.0,0.0,1.0,130.0
Static PTQ Fused CPU,resnet34,97.64,7.72,7.69,0.66,12.7,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,70.0,3.0,0.0,13.0,3.0,0.0,318.0,1.0,0.0,3.0,0.0,5.0,1005.0,8.0,16.0,0.0,3.0,16.0,173.0,42.0,0.0,3.0,0.0,1.0,301.0
Static PTQ Fused CPU,resnet50,96.29,11.85,11.83,1.72,8.14,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,42.0,29.0,0.0,16.0,2.0,0.0,316.0,1.0,3.0,2.0,0.0,19.0,968.0,31.0,16.0,0.0,25.0,9.0,186.0,14.0,0.0,16.0,0.0,1.0,288.0
Static PTQ Fused CPU,resnet18,99.01,4.84,4.82,0.89,20.56,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,315.0,2.0,0.0,5.0,0.0,3.0,1018.0,9.0,4.0,1.0,1.0,15.0,212.0,5.0,0.0,0.0,1.0,3.0,301.0
Static PTQ Fused CPU,resnet34,98.31,8.13,8.07,0.81,12.18,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,75.0,1.0,0.0,13.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,4.0,1021.0,6.0,3.0,0.0,5.0,22.0,194.0,13.0,0.0,4.0,4.0,1.0,296.0
Static PTQ Fused CPU,resnet50,98.87,12.47,12.42,1.47,7.96,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,310.0,1.0,1.0,10.0,0.0,2.0,1007.0,19.0,6.0,0.0,2.0,5.0,220.0,7.0,0.0,1.0,0.0,2.0,302.0
Static PTQ Fused CPU,resnet18,99.07,4.33,4.3,0.54,23.05,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,316.0,1.0,0.0,5.0,0.0,3.0,1018.0,9.0,4.0,2.0,1.0,14.0,215.0,2.0,0.0,2.0,0.0,3.0,300.0
Static PTQ Fused CPU,resnet34,98.45,7.86,7.83,0.62,12.57,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,82.0,1.0,0.0,6.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,5.0,1021.0,5.0,3.0,0.0,5.0,26.0,193.0,10.0,0.0,4.0,2.0,2.0,297.0
Static PTQ Fused CPU,resnet50,98.69,12.59,12.55,0.98,7.86,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,MovingAverageMinMaxObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,1.0,9.0,0.0,1.0,997.0,29.0,7.0,1.0,1.0,3.0,221.0,8.0,0.0,2.0,0.0,2.0,301.0
Static PTQ Fused CPU,resnet18,92.42,4.31,4.29,0.44,21.57,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,45.0,15.0,5.0,24.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,71.0,952.0,9.0,2.0,0.0,102.0,3.0,128.0,1.0,0.0,142.0,0.0,1.0,162.0
Static PTQ Fused CPU,resnet34,98.0,7.91,7.88,0.64,12.44,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,77.0,3.0,0.0,8.0,1.0,0.0,320.0,1.0,0.0,1.0,0.0,4.0,1017.0,5.0,8.0,0.0,5.0,26.0,177.0,26.0,0.0,8.0,2.0,1.0,294.0
Static PTQ Fused CPU,resnet50,97.86,11.87,11.85,0.77,8.26,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_affine,False False,68.0,9.0,0.0,12.0,0.0,0.0,316.0,2.0,3.0,1.0,0.0,11.0,1006.0,14.0,3.0,0.0,12.0,13.0,206.0,3.0,0.0,19.0,2.0,2.0,282.0
Static PTQ Fused CPU,resnet18,90.73,4.29,4.27,0.5,21.26,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,44.0,20.0,3.0,22.0,0.0,0.0,321.0,1.0,0.0,0.0,0.0,111.0,918.0,3.0,2.0,0.0,131.0,2.0,99.0,2.0,0.0,162.0,0.0,1.0,142.0
Static PTQ Fused CPU,resnet34,97.48,7.61,7.59,0.62,12.84,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,68.0,3.0,0.0,14.0,4.0,0.0,315.0,1.0,0.0,6.0,0.0,6.0,994.0,8.0,26.0,0.0,2.0,8.0,181.0,43.0,0.0,3.0,0.0,1.0,301.0
Static PTQ Fused CPU,resnet50,96.53,11.99,11.95,0.94,8.08,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_affine,False False,42.0,32.0,0.0,13.0,2.0,0.0,315.0,1.0,3.0,3.0,0.0,17.0,976.0,26.0,15.0,0.0,23.0,9.0,188.0,14.0,0.0,13.0,0.0,1.0,291.0
Static PTQ Fused CPU,resnet18,99.05,4.49,4.48,0.47,22.12,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,316.0,1.0,0.0,5.0,0.0,4.0,1016.0,9.0,5.0,2.0,1.0,12.0,216.0,3.0,0.0,1.0,0.0,4.0,300.0
Static PTQ Fused CPU,resnet34,98.39,8.34,8.28,1.47,11.88,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,82.0,1.0,0.0,6.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,4.0,1022.0,6.0,2.0,0.0,4.0,32.0,189.0,9.0,0.0,4.0,2.0,2.0,297.0
Static PTQ Fused CPU,resnet50,98.83,11.29,11.24,0.75,8.79,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_affine per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,311.0,1.0,1.0,9.0,0.0,1.0,1008.0,18.0,7.0,1.0,2.0,7.0,217.0,7.0,0.0,2.0,0.0,2.0,301.0
Static PTQ Fused CPU,resnet18,98.99,4.41,4.38,0.46,22.59,11.31,1,64,CPU3,,resnet18_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,316.0,1.0,0.0,5.0,0.0,4.0,1017.0,9.0,4.0,2.0,1.0,15.0,213.0,3.0,0.0,2.0,0.0,4.0,299.0
Static PTQ Fused CPU,resnet34,98.51,7.74,7.73,0.58,12.75,21.52,1,64,CPU3,,resnet34_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,83.0,1.0,0.0,5.0,0.0,0.0,314.0,1.0,1.0,6.0,0.0,5.0,1021.0,5.0,3.0,0.0,5.0,23.0,195.0,11.0,0.0,4.0,2.0,2.0,297.0
Static PTQ Fused CPU,resnet50,98.65,13.31,13.27,2.41,7.43,24.11,1,64,CPU3,,resnet50_q_fused_scr2.pth,HistogramObserver MovingAveragePerChannelMinMaxObserver,quint8 quint8,per_tensor_symmetric per_channel_symmetric,False False,89.0,0.0,0.0,0.0,0.0,0.0,312.0,1.0,1.0,8.0,0.0,1.0,994.0,32.0,7.0,1.0,2.0,3.0,221.0,7.0,0.0,2.0,0.0,2.0,301.0
